,barrierDamageDone,cards,criticalHits,criticalHitsAccuracy,damageDone,deaths,eliminations,environmentalKills,finalBlows,gamesPlayed,gamesWon,hero,heroDamageDone,medals,medalsBronze,medalsGold,medalsSilver,meleeFinalBlows,multikills,objectiveKills,objectiveTime,quickMeleeAccuracy,soloKills,timePlayed,timeSpentOnFire,weaponAccuracy,class
2379,0,14,261,0.27,159410,294,693,0,298,0,28,mei,0,136,53,28,56,5,7,221,1529,0,95,18000.0,924,0.38,defense
2380,24217,26,552,0.07,365470,303,921,0,396,0,32,torbjorn,57968,151,34,63,54,14,10,317,819,0,123,21600.0,3965,0.29,defense
2381,3863,21,932,0.1,545595,640,1355,0,828,0,45,widowmaker,70449,240,77,84,79,16,3,402,1358,1,311,43200.0,4751,0.32,defense
2382,44488,15,4552,0.09,208872,162,578,3,279,0,17,dVa,143274,91,19,46,26,23,4,166,1798,1,65,10800.0,1928,0.24,tank
2383,15422,2,0,0.0,65241,49,140,2,52,0,4,orisa,19335,23,6,9,9,2,1,78,611,1,1,3600.0,427,0.31,tank
2384,8091,13,0,0.0,170012,257,361,2,232,0,15,reinhardt,61593,77,21,27,29,0,2,108,1320,0,29,14400.0,1403,0.0,tank
2385,22070,48,7283,0.15,633709,695,1618,7,962,0,44,roadhog,61903,364,81,133,150,53,3,541,3716,1,285,43200.0,11046,0.36,tank
2386,9511,49,0,0.0,719277,986,2541,44,1320,0,81,winston,128725,418,111,163,144,31,12,787,6755,1,443,64800.0,8468,0.0,tank
2387,7077,18,0,0.0,293666,383,765,0,311,0,25,zarya,32953,182,56,65,61,15,14,300,3103,1,64,25200.0,2329,0.48,tank
2388,3921,8,0,0.0,39687,109,162,0,54,0,7,ana,19698,38,11,21,6,4,0,80,691,1,8,7200.0,658,0.14,support
2389,631,12,223,0.07,67573,174,263,6,75,0,15,lucio,8566,75,23,31,21,12,0,103,1167,0,13,10800.0,1736,0.26,support
2390,0,14,70,0.13,11914,208,54,0,16,0,14,mercy,0,48,9,27,12,4,0,13,944,0,3,10800.0,1106,0.29,support
2391,3203,4,0,0.0,35483,41,136,0,37,0,3,moira,32142,24,4,11,8,1,0,51,451,1,6,3540.0,606,0.0,support
2392,0,8,0,0.0,45649,107,143,0,45,0,6,symmetra,0,23,9,3,10,0,1,40,270,0,12,3600.0,201,0.0,support
2393,12073,28,279,0.1,161709,281,478,0,221,0,21,zenyatta,47107,113,33,32,48,9,1,186,1469,0,41,18000.0,4462,0.27,support
2394,2568,1,0,0.0,29458,60,91,1,66,0,4,doomfist,26371,10,3,3,4,0,0,22,166,0,23,2760.0,319,0.32,attack
2395,2593,3,85,0.08,46683,65,115,0,77,0,4,genji,32044,18,4,13,2,1,0,31,223,0,32,3540.0,687,0.37,attack
2396,9574,15,200,0.08,162474,180,494,0,366,0,19,mccree,116049,83,18,39,27,2,5,161,806,0,157,10800.0,3042,0.49,attack
2397,13026,11,0,0.0,144096,125,320,12,247,0,8,pharah,25559,50,8,29,13,0,8,85,372,0,98,7200.0,2538,0.53,attack
2398,687,4,840,0.08,71098,60,211,0,148,0,5,reaper,8142,32,9,13,11,0,3,102,477,0,61,3600.0,1172,0.3,attack
2399,1855,5,83,0.03,58465,39,108,0,71,0,4,soldier76,8463,26,4,13,8,0,1,33,164,0,28,2880.0,626,0.42,attack
2400,213,2,0,0.0,12740,21,35,0,19,0,2,sombra,7298,10,9,0,1,1,0,12,78,0,9,1620.0,28,0.33,attack
2401,5888,6,793,0.06,75731,107,198,0,132,0,5,tracer,22341,40,7,19,14,2,1,60,520,1,75,3600.0,805,0.36,attack
2402,0,0,39,0.04,14511,17,33,0,16,0,0,bastion,0,7,2,1,4,0,0,15,19,0,6,1080.0,23,0.18,defense
2403,20490,15,108,0.07,163962,122,358,0,269,0,13,hanzo,122406,61,16,25,19,3,3,90,272,1,118,7200.0,2225,0.29,defense
2404,13323,0,0,0.0,39488,31,55,0,39,0,2,junkrat,15209,16,6,7,3,1,0,24,111,0,15,1920.0,60,0.22,defense
2405,0,12,156,0.23,72944,115,257,0,145,0,9,mei,3028,64,19,25,21,0,5,59,492,0,55,7200.0,1267,0.38,defense
2406,1023,2,44,0.08,24872,30,57,0,33,0,1,torbjorn,10303,13,3,8,2,0,1,13,83,0,19,2160.0,360,0.38,defense
2407,6467,6,214,0.15,99319,116,284,0,211,0,11,widowmaker,69425,47,10,22,15,1,0,67,153,0,115,7200.0,2128,0.42,defense
2408,3804,12,2676,0.09,100291,53,289,2,149,0,10,dVa,12317,40,9,22,9,4,5,79,618,1,46,3600.0,1226,0.25,tank
2409,0,0,0,0.0,629,2,1,0,0,0,0,orisa,390,1,1,0,0,0,0,0,7,0,0,120.0,0,0.32,tank
2410,0,5,0,0.0,24230,28,65,2,50,0,3,reinhardt,425,16,2,9,5,0,0,20,180,0,21,1980.0,605,0.0,tank
2411,4519,6,1237,0.15,102367,95,229,12,151,0,10,roadhog,23877,59,22,15,22,7,2,60,576,1,45,3600.0,1007,0.35,tank
2412,0,0,0,0.0,5183,10,16,0,9,0,0,winston,2338,3,1,1,1,1,0,4,62,1,3,420.0,0,0.0,tank
2413,524,5,0,0.0,58257,50,160,0,84,0,6,zarya,9292,30,11,10,9,1,3,43,225,1,24,3600.0,669,0.52,tank
2414,0,2,0,0.0,22494,36,56,0,34,0,3,ana,0,14,4,7,3,3,0,16,212,0,14,2700.0,145,0.22,support
2415,0,2,23,0.09,4444,11,21,0,4,0,2,lucio,545,6,2,3,1,0,0,10,147,0,0,1080.0,81,0.22,support
2416,216,2,28,0.12,4988,34,8,0,2,0,1,mercy,1120,10,2,6,2,1,0,1,127,1,2,2160.0,40,0.42,support
2417,2082,1,0,0.0,22518,28,44,0,17,0,1,moira,19665,9,4,4,1,0,0,20,199,0,7,1740.0,112,0.0,support
2418,2757,8,0,0.0,71382,110,220,0,141,0,7,symmetra,44246,38,7,18,13,0,2,26,282,0,66,7200.0,1052,0.0,support
2419,3287,0,32,0.11,18095,27,53,0,29,0,4,zenyatta,12522,11,3,3,5,0,0,14,116,0,6,1560.0,159,0.39,support
2420,3421,1,0,0.0,20740,64,56,0,39,0,1,doomfist,17075,14,4,7,4,1,0,13,213,0,12,2940.0,0,0.22,attack
2421,10115,25,649,0.06,452485,703,1155,0,587,0,56,genji,54328,254,118,48,88,48,7,398,3509,0,230,46800.0,785,0.25,attack
2422,11845,12,336,0.06,350813,554,871,0,472,0,37,mccree,85259,138,57,24,57,7,6,299,1851,0,160,36000.0,1022,0.36,attack
2423,13901,8,0,0.0,127539,145,274,13,160,0,10,pharah,25662,46,15,17,15,1,3,108,323,0,47,7200.0,394,0.36,attack
2424,6538,7,1845,0.08,151833,206,427,0,243,0,12,reaper,19254,101,29,32,40,5,12,192,1124,0,74,14400.0,1099,0.2,attack
2425,13297,28,1179,0.05,495198,585,1099,0,558,0,47,soldier76,58332,337,100,123,114,3,3,489,3292,1,154,39600.0,3176,0.3,attack
2426,500,2,0,0.0,23839,50,56,0,18,0,2,sombra,2827,22,10,5,7,2,0,21,197,0,5,3600.0,0,0.32,attack
2427,5566,10,2946,0.07,225706,323,678,0,263,0,25,tracer,33751,132,51,50,32,10,1,286,1790,1,57,21600.0,659,0.28,attack
2428,4862,50,3026,0.07,686117,689,1418,0,959,0,59,bastion,6053,374,105,157,112,0,19,676,2520,0,371,43200.0,6275,0.18,defense
2429,50409,13,250,0.06,476414,613,982,0,660,0,42,hanzo,177663,219,80,61,78,5,5,319,1292,1,232,46800.0,1278,0.18,defense
2430,19335,10,0,0.0,281392,317,535,6,343,0,24,junkrat,46772,101,32,33,36,0,4,209,769,0,122,21600.0,698,0.16,defense
2431,880,4,19,0.16,21191,32,68,0,23,0,2,mei,2212,18,6,5,6,1,0,13,139,0,4,2880.0,268,0.3,defense
2432,8513,25,142,0.06,154969,127,469,0,168,0,25,torbjorn,59822,88,21,33,34,1,4,140,385,1,58,14400.0,466,0.25,defense
2433,9257,6,302,0.1,220877,279,546,0,347,0,21,widowmaker,66990,96,43,15,38,0,1,142,272,0,147,25200.0,666,0.32,defense
2434,26988,19,5382,0.07,194501,94,602,1,209,0,24,dVa,55555,109,38,32,40,4,10,228,1920,1,49,18000.0,589,0.25,tank
2435,3820,2,0,0.0,25135,39,46,0,13,0,2,orisa,12541,9,5,2,2,0,0,23,189,0,0,2880.0,0,0.25,tank
2436,1150,25,0,0.0,150712,320,423,4,251,0,26,reinhardt,10284,91,29,38,25,0,2,163,2875,0,71,21600.0,737,0.0,tank
2437,13548,15,2646,0.17,170728,196,413,5,243,0,20,roadhog,28120,123,40,39,43,11,0,154,1448,0,65,14400.0,210,0.22,tank
2438,854,3,0,0.0,51171,102,225,3,84,0,6,winston,16999,35,14,6,14,3,0,77,774,0,29,3600.0,349,0.0,tank
2439,3672,2,0,0.0,44537,75,123,0,25,0,5,zarya,4831,26,14,5,7,0,1,61,586,1,2,3600.0,66,0.32,tank
2440,675,5,0,0.0,27636,104,81,0,19,0,8,ana,6796,27,8,10,9,1,0,28,481,1,3,7200.0,361,0.1,support
2441,13772,157,1946,0.07,512891,1225,1738,24,341,0,140,lucio,54878,552,129,304,119,33,3,863,11866,0,39,100800.0,3220,0.2,support
2442,2676,44,91,0.08,22646,534,53,0,14,0,45,mercy,6672,121,24,76,21,0,0,22,1901,1,2,39600.0,774,0.26,support
2443,9564,11,0,0.0,57139,79,238,0,80,0,10,moira,45503,57,18,22,16,1,0,93,534,0,20,7200.0,0,0.0,support
2444,973,3,0,0.0,23868,45,80,0,49,0,4,symmetra,11123,14,3,7,3,2,0,37,170,1,13,3600.0,25,0.0,support
2445,24789,24,255,0.08,153282,237,352,0,134,0,19,zenyatta,65451,117,33,45,40,6,0,136,976,1,35,18000.0,944,0.22,support
2446,8307,0,122,0.06,61699,126,145,0,74,0,10,genji,36804,32,19,4,8,0,1,41,533,0,28,7200.0,28,0.22,attack
2447,0,0,3,0.06,1481,6,2,0,2,0,0,mccree,0,2,2,0,0,0,0,1,6,0,1,360.0,0,0.16,attack
2448,1364,4,0,0.0,242884,363,492,8,278,0,28,pharah,3857,106,54,17,35,0,2,167,826,0,114,28800.0,140,0.3,attack
2449,844,1,239,0.07,21135,62,73,0,39,0,3,reaper,4320,14,6,2,5,0,2,16,157,0,15,3600.0,55,0.13,attack
2450,312957,147,3933,0.04,1894303,1433,4762,4,2722,0,145,soldier76,1031338,1046,222,451,372,4,28,1542,7005,1,1018,126000.0,11798,0.32,attack
2451,96,0,0,0.0,7106,30,26,0,10,0,2,sombra,846,8,5,1,2,0,0,9,48,0,1,1620.0,0,0.23,attack
2452,312,0,530,0.05,44867,134,144,0,62,0,6,tracer,4364,34,15,8,11,0,0,50,591,1,24,7200.0,0,0.22,attack
2453,13626,2,25,0.0,48929,38,91,0,57,0,4,bastion,12466,20,9,6,6,0,1,35,80,0,21,3420.0,150,0.2,defense
2454,375,0,9,0.1,10486,20,22,0,14,0,2,hanzo,487,6,3,0,3,0,0,7,53,0,8,1380.0,0,0.15,defense
2455,0,0,0,0.0,1120,2,0,0,0,0,0,junkrat,0,1,0,0,0,0,0,0,0,0,0,120.0,0,0.1,defense
2456,209,0,2,0.2,1250,5,4,0,2,0,0,mei,1042,2,1,0,0,0,0,1,6,0,0,300.0,0,0.26,defense
2457,0,0,1,0.25,282,2,1,0,1,0,0,torbjorn,0,0,0,0,0,0,0,1,1,0,1,60.0,0,0.07,defense
2458,0,2,79,0.07,29371,38,108,0,64,0,3,widowmaker,413,20,7,3,9,0,0,39,36,0,30,3600.0,123,0.27,defense
2459,0,7,2001,0.06,72975,78,211,0,61,0,14,dVa,100,41,19,6,16,0,1,51,424,0,27,7200.0,22,0.16,tank
2460,0,0,0,0.0,15312,26,46,0,17,0,1,orisa,0,10,5,2,3,0,0,13,127,0,5,1860.0,0,0.22,tank
2461,0,0,0,0.0,350,2,0,0,0,0,0,reinhardt,50,1,1,0,0,0,0,0,2,0,0,120.0,0,0.0,tank
2462,0,0,2,0.08,220,1,0,0,0,0,0,roadhog,0,0,0,0,0,0,0,0,5,0,0,56.03343101218343,0,0.11,tank
2463,0,0,0,0.0,3240,12,13,0,8,0,1,winston,0,1,1,0,1,0,0,2,20,0,3,600.0,0,0.0,tank
2464,0,0,0,0.0,1739,8,6,0,0,0,1,zarya,0,2,1,0,0,0,0,4,4,0,0,540.0,0,0.2,tank
2465,0,0,0,0.0,0,0,0,0,0,0,0,ana,0,0,0,0,0,0,0,0,0,0,0,12.348454006947577,0,0.0,support
2466,520,0,5,0.07,1272,9,1,0,0,0,0,lucio,190,2,2,0,0,0,0,1,17,0,0,360.0,0,0.2,support
2467,0,0,6,0.18,768,13,2,0,1,0,1,mercy,458,3,1,1,1,0,0,0,149,0,0,960.0,0,0.13,support
2468,594,0,0,0.0,2598,1,4,0,3,0,0,moira,2004,1,0,1,1,0,0,3,14,1,1,60.0,0,0.0,support
2469,0,0,0,0.0,360,2,0,0,0,0,0,symmetra,0,0,0,0,0,0,0,0,2,0,0,60.0,0,0.0,support
2470,0,0,1,0.1,411,2,1,0,1,0,0,zenyatta,92,1,1,0,0,0,0,0,1,0,1,60.0,0,0.16,support
2471,51644,68,2039,0.06,1549678,2216,4133,1,2198,0,165,genji,279768,744,261,197,286,154,33,1418,13065,1,664,140400.0,7909,0.29,attack
2472,13729,19,387,0.04,620642,919,1647,0,989,0,73,mccree,62198,278,100,67,111,21,18,568,3736,0,284,54000.0,3649,0.45,attack
2473,33812,15,0,0.0,436386,440,981,15,584,0,36,pharah,96566,169,45,62,61,3,9,441,2729,0,171,28800.0,3791,0.52,attack
2474,1636,5,1125,0.07,110099,145,314,0,207,0,8,reaper,11594,66,26,19,21,4,9,139,793,0,63,7200.0,1426,0.26,attack
2475,9214,28,1175,0.05,494671,520,1257,0,690,0,40,soldier76,50814,289,79,109,102,12,9,492,2478,1,187,32400.0,3549,0.37,attack
2476,3711,18,0,0.0,259967,398,901,0,401,0,31,sombra,16603,206,80,45,81,14,5,346,2665,0,91,28800.0,2605,0.36,attack
2477,6925,27,5685,0.06,590522,964,1663,0,858,0,51,tracer,26521,286,100,98,88,76,5,631,5380,1,279,54000.0,2980,0.34,attack
2478,0,2,77,0.02,39644,25,51,0,31,0,3,bastion,0,15,3,7,5,1,0,23,180,0,12,1680.0,295,0.27,defense
2479,3044,7,83,0.07,134248,159,332,0,231,0,17,hanzo,11699,61,24,18,18,3,1,157,325,0,70,10800.0,746,0.27,defense
2480,6502,1,0,0.0,93769,96,176,1,116,0,6,junkrat,17370,41,14,13,15,1,3,65,513,0,36,3600.0,828,0.21,defense
2481,0,9,135,0.21,104597,237,423,0,173,0,14,mei,0,98,37,19,42,7,3,142,1088,0,45,14400.0,68,0.38,defense
2482,0,4,62,0.04,103976,107,227,0,91,0,9,torbjorn,0,47,18,13,15,1,1,87,216,0,29,7200.0,4,0.24,defense
2483,1851,0,150,0.07,101554,139,273,0,169,0,10,widowmaker,6699,41,20,6,15,4,0,52,76,0,64,10800.0,512,0.38,defense
2484,9143,20,5408,0.06,306710,286,763,1,279,0,29,dVa,19175,171,39,82,49,3,4,272,3262,1,65,21600.0,1555,0.26,tank
2485,187,1,0,0.0,6894,11,24,0,6,0,0,orisa,6706,6,1,2,2,0,0,22,37,0,1,780.0,0,0.24,tank
2486,4215,11,0,0.0,101859,193,260,3,149,0,13,reinhardt,16368,56,18,21,16,0,1,87,1371,0,27,10800.0,1276,0.0,tank
2487,1739,56,6347,0.13,844032,1048,2270,15,1369,0,77,roadhog,7636,575,117,202,257,82,9,940,7117,0,395,68400.0,17161,0.38,tank
2488,859,5,0,0.0,122559,239,434,5,190,0,14,winston,11763,76,21,28,27,9,3,190,1657,0,52,10800.0,651,0.0,tank
2489,1356,10,0,0.0,223597,301,653,0,241,0,23,zarya,2946,135,30,60,46,17,9,314,3471,0,36,21600.0,1893,0.42,tank
2490,965,4,0,0.0,70850,186,232,0,81,0,14,ana,1658,60,13,21,26,3,0,111,1486,0,11,10800.0,1033,0.14,support
2491,0,18,255,0.04,106633,295,416,28,103,0,16,lucio,690,93,12,56,26,2,1,243,2416,0,25,18000.0,6700,0.28,support
2492,0,11,3,0.04,1474,116,5,0,2,0,10,mercy,0,32,5,22,5,0,0,0,523,0,0,7200.0,788,0.23,support
2493,1280,4,0,0.0,42781,53,148,0,58,0,7,symmetra,4225,29,12,8,8,0,2,54,181,0,20,3600.0,66,0.0,support
2494,782,17,160,0.05,133415,261,400,0,166,0,20,zenyatta,1359,109,30,40,39,4,1,200,2084,0,38,18000.0,6001,0.28,support
2495,34225,26,664,0.09,332635,320,1039,0,631,0,35,genji,290782,171,39,76,56,48,7,268,2394,0,241,25200.0,4917,0.3,attack
2496,2506,2,49,0.14,24440,27,78,0,49,0,2,mccree,21930,14,3,8,3,1,0,23,87,0,19,1980.0,327,0.46,attack
2497,263,0,0,0.0,1529,0,5,0,4,0,0,pharah,1188,1,0,0,0,0,0,3,6,0,1,120.0,0,0.33,attack
2498,1994,1,94,0.09,7524,1,22,0,14,0,1,reaper,5530,4,0,3,1,1,1,7,16,0,5,240.0,99,0.4,attack
2499,1253,1,83,0.06,27268,28,61,0,30,0,1,soldier76,25788,13,3,6,4,1,0,23,171,0,8,1860.0,136,0.36,attack
2500,0,1,0,0.0,2914,12,8,0,3,0,0,sombra,1980,4,3,1,0,0,0,1,16,0,1,660.0,0,0.29,attack
2501,2107,0,171,0.07,14002,26,51,0,22,0,1,tracer,11627,12,3,4,6,1,0,18,118,0,3,1260.0,0,0.36,attack
2502,1745,0,1,0.0,2101,2,1,0,0,0,0,bastion,356,0,0,0,0,0,0,0,0,0,0,60.0,0,0.63,defense
2503,1376,0,5,0.09,5749,8,11,0,6,0,0,hanzo,3616,3,0,2,2,0,1,5,44,0,2,420.0,63,0.2,defense
2504,19134,2,0,0.0,61875,46,134,0,99,0,7,junkrat,40428,16,6,5,5,1,1,30,156,0,22,3600.0,566,0.18,defense
2505,1593,0,13,0.22,5289,6,17,0,10,0,1,mei,3695,3,1,0,1,1,0,3,9,0,1,600.0,0,0.31,defense
2506,4001,3,80,0.21,39899,65,134,0,87,0,5,widowmaker,35777,18,3,5,10,0,0,32,105,0,38,3600.0,192,0.42,defense
2507,10668,2,430,0.08,24963,21,72,0,26,0,4,dVa,13872,12,3,5,4,0,2,22,282,0,4,1920.0,11,0.18,tank
2508,498,0,0,0.0,2452,2,7,0,2,0,0,orisa,1954,1,0,0,0,0,0,4,11,0,0,120.0,0,0.31,tank
2509,398,1,0,0.0,3027,4,9,0,6,0,0,reinhardt,2628,3,1,1,2,0,0,4,31,0,1,360.0,0,0.0,tank
2510,4181,3,695,0.18,32692,29,94,2,52,0,3,roadhog,28149,23,6,10,7,4,0,34,331,0,13,2700.0,250,0.18,tank
2511,0,0,0,0.0,141,2,2,0,0,0,0,winston,141,0,0,0,0,0,0,0,0,0,0,60.0,0,0.0,tank
2512,1812,5,0,0.0,8191,35,35,0,14,0,4,ana,6309,20,8,10,2,0,0,12,357,0,3,3420.0,104,0.04,support
2513,373,1,10,0.11,2519,6,9,1,2,0,0,lucio,2146,3,0,2,1,0,0,3,40,0,0,420.0,0,0.25,support
2514,1821,6,0,0.0,30341,39,120,0,34,0,5,moira,27600,31,8,16,7,0,2,49,464,0,3,3600.0,167,0.0,support
2515,5301,2,18,0.1,11678,16,22,0,9,0,0,zenyatta,6377,9,2,2,5,0,0,7,36,0,0,960.0,98,0.25,support
2516,0,0,0,0.0,426,3,4,0,2,0,0,doomfist,426,0,0,0,0,0,0,2,13,0,1,120.0,0,0.04,attack
2517,28,0,0,0.0,436,2,1,0,0,0,0,genji,408,1,0,0,0,0,0,0,1,0,0,57.62673395872116,0,0.29,attack
2518,235,0,1,0.02,2301,8,7,0,4,0,0,mccree,1964,2,2,0,0,0,0,2,14,0,1,420.0,0,0.23,attack
2519,2875,0,0,0.0,7726,18,14,0,8,0,2,pharah,4825,3,2,1,0,0,0,6,56,0,4,1080.0,19,0.33,attack
2520,3125,0,348,0.09,27799,55,97,0,59,0,7,reaper,24316,20,12,4,4,3,0,27,182,0,21,3600.0,143,0.15,attack
2521,6860,0,82,0.04,41403,52,91,0,42,0,4,soldier76,32194,22,7,9,7,1,0,33,219,1,12,3000.0,207,0.27,attack
2522,0,0,0,0.0,939,7,1,0,0,0,0,sombra,914,2,0,2,0,0,0,0,33,0,0,360.0,0,0.21,attack
2523,1056,0,33,0.03,5319,14,15,0,5,0,0,tracer,3997,6,3,1,2,0,0,8,54,1,2,720.0,0,0.24,attack
2524,66165,6,41,0.0,184225,153,334,0,182,0,12,bastion,114815,80,17,30,32,0,1,133,645,1,43,10800.0,1002,0.16,defense
2525,6293,2,5,0.04,17280,20,36,0,27,0,0,hanzo,10725,9,1,4,3,0,1,7,35,1,10,1260.0,19,0.17,defense
2526,2582,2,16,0.32,17998,52,62,0,20,0,5,mei,14641,17,9,4,4,1,0,27,348,0,5,3060.0,155,0.38,defense
2527,57902,23,245,0.06,287346,194,720,0,306,0,26,torbjorn,224136,110,29,45,37,1,6,187,832,0,110,21600.0,2434,0.2,defense
2528,2677,0,22,0.09,16201,34,48,0,29,0,4,widowmaker,13491,4,1,0,2,0,0,10,26,0,9,2640.0,0,0.25,defense
2529,249818,47,14440,0.06,750172,537,1864,10,795,0,56,dVa,481313,336,83,145,108,5,22,704,6466,1,273,46800.0,4631,0.17,tank
2530,32822,11,0,0.0,102272,93,266,13,86,0,14,orisa,67438,55,14,19,21,2,0,147,1156,1,15,7200.0,888,0.19,tank
2531,1175,0,0,0.0,5522,9,11,0,6,0,1,reinhardt,4272,1,1,0,0,0,0,1,24,0,3,720.0,0,0.0,tank
2532,0,0,10,0.06,1168,2,1,0,0,0,0,roadhog,1168,2,0,1,0,0,0,1,0,0,0,120.0,0,0.11,tank
2533,492,0,0,0.0,3706,10,4,0,3,0,0,winston,3214,2,0,1,1,2,0,0,9,0,2,300.0,0,0.0,tank
2534,1294,0,0,0.0,7460,14,32,0,10,0,3,zarya,5573,3,3,0,0,0,0,8,58,0,2,1260.0,0,0.41,tank
2535,701,0,0,0.0,2770,8,5,0,2,0,0,ana,2069,2,1,1,0,0,0,2,50,0,1,600.0,0,0.14,support
2536,0,0,9,0.1,1713,8,9,0,2,0,0,lucio,1691,2,0,1,1,0,0,5,19,0,0,360.0,0,0.16,support
2537,180,1,9,0.12,1592,29,7,0,2,0,2,mercy,1412,8,2,3,2,0,0,4,91,0,1,1920.0,0,0.19,support
2538,7995,11,0,0.0,88395,146,361,0,100,0,16,moira,78504,85,21,36,28,1,6,188,1226,0,24,10800.0,659,0.0,support
2539,9123,19,0,0.0,124456,212,469,0,282,0,17,symmetra,112890,81,17,40,23,0,6,158,826,0,95,10800.0,2133,0.0,support
2540,0,0,13,0.07,7933,21,24,0,13,0,0,genji,0,4,0,1,2,1,0,8,81,0,3,1200.0,19,0.25,attack
2541,7568,48,843,0.04,1183737,1104,2787,0,1748,0,89,mccree,52782,430,145,145,140,11,14,840,4855,0,564,90000.0,7909,0.47,attack
2542,0,18,0,0.0,380140,272,704,14,398,0,23,pharah,0,127,43,46,38,1,11,211,1101,0,122,25200.0,1036,0.45,attack
2543,2548,19,3192,0.07,310016,263,916,0,520,0,27,reaper,5497,162,62,44,55,12,18,388,1879,0,156,25200.0,4733,0.25,attack
2544,13449,126,4394,0.04,2138332,1119,4587,1,2311,0,144,soldier76,57739,925,239,387,299,18,30,1862,9245,0,555,118800.0,16211,0.41,attack
2545,0,1,0,0.0,3585,7,8,0,5,0,0,sombra,0,5,1,1,3,0,0,6,65,0,2,420.0,34,0.31,attack
2546,0,0,231,0.06,25430,34,85,0,48,0,2,tracer,0,14,4,3,8,3,0,21,165,0,20,3180.0,179,0.37,attack
2547,0,40,2999,0.05,952688,491,1662,0,1044,0,45,bastion,0,320,98,116,106,1,14,667,1451,0,302,46800.0,6593,0.31,defense
2548,0,9,156,0.05,311572,262,567,0,378,0,17,hanzo,2484,108,36,40,32,0,4,212,741,0,114,21600.0,1516,0.25,defense
2549,635,5,0,0.0,231344,187,362,0,230,0,10,junkrat,2524,62,20,22,21,0,4,128,529,0,78,14400.0,452,0.21,defense
2550,0,4,43,0.12,39700,42,125,0,45,0,7,mei,0,38,15,12,11,1,2,43,590,0,11,3600.0,193,0.35,defense
2551,3857,89,1076,0.05,820560,304,1698,0,708,0,68,torbjorn,3970,318,65,149,104,6,17,588,959,0,192,50400.0,6373,0.4,defense
2552,1787,12,430,0.09,272685,193,656,0,402,0,17,widowmaker,4068,105,37,29,38,1,2,168,374,0,163,21600.0,1704,0.4,defense
2553,0,11,4655,0.06,206621,73,459,2,173,0,13,dVa,0,87,23,36,28,1,6,163,1162,0,52,10800.0,1473,0.34,tank
2554,0,3,0,0.0,57375,35,98,6,39,0,3,orisa,132,22,6,12,4,1,1,47,408,0,4,3240.0,396,0.37,tank
2555,0,5,0,0.0,32442,61,86,0,49,0,3,reinhardt,0,21,8,7,6,0,0,39,842,0,12,3600.0,119,0.0,tank
2556,14785,23,2821,0.12,321904,219,717,1,420,0,25,roadhog,18205,193,60,54,79,9,1,266,2421,1,97,21600.0,6057,0.34,tank
2557,30,6,0,0.0,59201,80,229,3,116,0,8,winston,329,34,12,10,12,1,1,81,852,0,25,3600.0,795,0.0,tank
2558,13227,32,0,0.0,406072,237,1018,3,377,0,31,zarya,17715,201,57,80,64,4,16,443,3725,1,71,28800.0,2927,0.48,tank
2559,4386,78,0,0.0,379795,578,1177,0,363,0,76,ana,23254,260,47,144,69,11,0,431,4257,1,70,79200.0,8004,0.11,support
2560,0,60,855,0.05,282166,532,1189,45,271,0,67,lucio,0,239,63,127,49,30,2,572,6126,0,47,61200.0,14459,0.31,support
2561,140,147,273,0.06,84096,1289,310,0,92,0,171,mercy,30,374,45,261,68,1,1,81,6231,0,18,136800.0,14577,0.34,support
2562,8100,15,0,0.0,83141,87,314,0,77,0,11,moira,74103,74,16,38,21,0,1,114,546,0,10,7200.0,412,0.0,support
2563,0,17,0,0.0,191057,201,540,0,255,0,29,symmetra,0,98,41,21,35,0,2,159,522,0,75,21600.0,530,0.0,support
2564,690,53,538,0.06,419940,433,1010,0,437,0,61,zenyatta,619,226,66,88,72,7,2,383,2782,0,106,50400.0,7975,0.32,support
2565,8884,4,131,0.08,78474,110,253,0,139,0,10,genji,67645,34,13,9,12,4,2,45,397,1,40,3600.0,227,0.24,attack
2566,3212,0,22,0.05,27072,31,64,0,48,0,2,mccree,23695,7,1,1,5,0,0,18,101,0,21,1800.0,174,0.47,attack
2567,0,0,0,0.0,0,0,0,0,0,0,0,pharah,0,0,0,0,0,0,0,0,0,0,0,9.761699736118317,0,0.0,attack
2568,9628,7,0,0.0,102134,155,346,0,185,0,10,sombra,79509,63,36,9,18,22,2,94,694,1,63,10800.0,495,0.26,attack
2569,225,0,60,0.09,3724,7,6,0,4,0,0,tracer,3499,1,1,0,0,0,0,2,39,0,3,300.0,0,0.25,attack
2570,690,0,9,0.09,10301,15,27,0,21,0,1,hanzo,8793,5,2,0,3,0,1,6,9,0,11,960.0,55,0.22,defense
2571,0,0,0,0.0,0,0,0,0,0,0,0,mei,0,0,0,0,0,0,0,0,0,0,0,4.947321884334087,0,0.0,defense
2572,29130,20,569,0.15,291537,246,777,0,550,0,26,widowmaker,253001,117,29,56,32,18,2,178,170,1,271,21600.0,3000,0.33,defense
2573,0,0,0,0.0,0,0,0,0,0,0,0,mercy,0,0,0,0,0,0,0,0,0,0,0,4.888072967529297,0,0.0,support
2574,2910,0,0,0.0,15026,32,21,0,16,0,0,doomfist,11354,11,3,4,4,0,1,2,28,0,3,1500.0,0,0.31,attack
